,id,source,target,length_m,X,Y,name,charging_stations,model_type,range,capacity
252,10252,,,,4.67101674887067,51.8220855012847,8863131,0.0,intermediate_node,150000,600
253,10253,,,,5.754529713418921,50.97366145196279,8867148,0.0,intermediate_node,150000,600
254,10254,,,,6.1789181269792,52.6959776044552,8864954,0.0,harbour,150000,600
255,10255,,,,4.62358805960873,51.7918721005492,8867130,2.0,harbour_with_charging,150000,600
256,10256,,,,5.05420818485371,51.7119679044774,8862907,0.0,intermediate_node,150000,600
257,10257,,,,4.84606130900947,51.6515603182112,8863818,2.0,harbour_with_charging,150000,600
258,10258,,,,5.54306835860465,51.7909078622557,8862570,2.0,harbour_with_charging,150000,600
259,10259,,,,4.84430231489335,51.7140068827552,8866893,2.0,harbour_with_charging,150000,600
260,10260,,,,3.74325127446274,51.3672736035627,8863891,0.0,intermediate_node,150000,600
261,10261,,,,4.65993286745805,51.72123198673861,8861698,0.0,intermediate_node,150000,600
262,10262,,,,4.55361693326974,51.9058337674908,8863742,0.0,intermediate_node,150000,600
263,10263,,,,5.37077841433342,52.7422197133654,8863288,0.0,intermediate_node,150000,600
264,10264,,,,4.22453354901353,51.522179344142806,8867083,2.0,harbour_with_charging,150000,600
265,10265,,,,5.05740387190961,52.3860458185384,8867515,0.0,intermediate_node,150000,600
266,10266,,,,4.25320368807826,51.6387408772959,8862801,0.0,intermediate_node,150000,600
267,10267,,,,4.41689035792607,51.9384485284842,8862292,0.0,intermediate_node,150000,600
268,10268,,,,5.53846550757202,51.8972363454459,8865412,2.0,harbour_with_charging,150000,600
269,10269,,,,5.11162569451978,52.0390626242393,8866095,0.0,intermediate_node,150000,600
270,10270,,,,4.55697394702606,52.21927658174311,8866306,0.0,intermediate_node,150000,600
271,10271,,,,3.8405717678279,51.2777826961686,8861462,2.0,harbour_with_charging,150000,600
272,10272,,,,6.65023968871591,52.2389582753763,8860579,0.0,intermediate_node,150000,600
273,10273,,,,4.91036652710248,52.379547474675,8862592,0.0,intermediate_node,150000,600
274,10274,,,,4.66228547457242,52.4611203483039,8861752,0.0,intermediate_node,150000,600
275,10275,,,,4.62027890340498,51.7141693854831,8860725,0.0,intermediate_node,150000,600
276,10276,,,,5.527668078744131,51.6106860606173,8865990,1.0,harbour_with_charging,150000,600
277,10277,,,,6.15399081919364,51.393199315149,22637863,2.0,harbour_with_charging,150000,600
278,10278,,,,5.35274200551835,51.95581690462209,8862340,0.0,intermediate_node,150000,600
279,10279,,,,6.0721412574178,52.5251283346527,8861968,0.0,intermediate_node,150000,600
280,10280,,,,5.82699383612666,51.86579618022531,8861687,0.0,intermediate_node,150000,600
281,10281,,,,5.80283033697636,51.045603089014,8868208,2.0,harbour_with_charging,150000,600
282,10282,,,,6.08160987845087,52.642149463396,8861920,0.0,intermediate_node,150000,600
283,10283,,,,4.68376703851914,52.01465384912459,8865214,0.0,intermediate_node,150000,600
284,10284,,,,6.92930573339279,53.3286858414547,8863614,2.0,harbour_with_charging,150000,600
285,10285,,,,5.9083300442421,53.1445952621226,8864435,0.0,intermediate_node,150000,600
286,10286,,,,3.56661887447429,51.399037385967,8861528,2.0,harbour_with_charging,150000,600
287,10287,,,,6.045951395043981,52.5039040472422,8864912,0.0,intermediate_node,150000,600
288,10288,,,,5.09743016581274,52.0119561401743,8867392,2.0,harbour_with_charging,150000,600
289,10289,,,,5.412227435079299,52.510725764598796,8861829,0.0,intermediate_node,150000,600
290,10290,,,,5.33602276721432,53.0842227438651,8860933,0.0,intermediate_node,150000,600
291,10291,,,,5.887214181242551,51.1541600964871,8861292,0.0,intermediate_node,150000,600
292,10292,,,,4.59282700613227,52.4714881044083,8862497,2.0,harbour_with_charging,150000,600
293,10293,,,,4.82572429167641,51.7115194464009,8863630,0.0,intermediate_node,150000,600
294,10294,,,,3.6686865135070996,51.4390721874278,8862614,0.0,intermediate_node,150000,600
295,10295,,,,6.076025532465569,52.6355404352837,8860582,1.0,harbour_with_charging,150000,600
296,10296,,,,5.44348837210988,51.885705379838,22638146,2.0,harbour_with_charging,150000,600
297,10297,,,,5.30904427061201,52.84120489387389,8863336,0.0,intermediate_node,150000,600
298,10298,,,,4.48461951378218,51.9086329157688,8863710,0.0,intermediate_node,150000,600
299,10299,,,,3.99842122558673,51.4379745928668,8867824,2.0,harbour_with_charging,150000,600
300,10300,,,,5.44495146786188,51.8840096454633,8865631,0.0,intermediate_node,150000,600
301,10301,,,,5.66411856174209,52.8332758346592,8865143,0.0,intermediate_node,150000,600
302,10302,,,,4.3544207692191,51.6615921323762,8864258,0.0,intermediate_node,150000,600
303,10303,,,,5.85396538419482,51.8514420885143,22638327,2.0,harbour_with_charging,150000,600
304,10304,,,,4.43200716599724,51.8367377400882,8864737,0.0,intermediate_node,150000,600
305,10305,,,,5.89051453219736,52.5722464610104,8868191,1.0,harbour_with_charging,150000,600
306,10306,,,,6.154592602000389,51.3937774485801,8860623,0.0,intermediate_node,150000,600
307,10307,,,,5.69761918504667,50.8608301516827,8861305,1.0,harbour_with_charging,150000,600
308,10308,,,,4.95232193672595,52.3819405187158,8864384,0.0,intermediate_node,150000,600
309,10309,,,,5.714970156326241,52.5390675269825,8867258,2.0,harbour_with_charging,150000,600
310,10310,,,,4.5059597269462,51.9172710122671,8864009,0.0,intermediate_node,150000,600
311,10311,,,,6.79588204172812,52.2470459268307,8864153,1.0,harbour_with_charging,150000,600
312,10312,,,,5.30172707288055,52.7823182703584,8862616,0.0,intermediate_node,150000,600
313,10313,,,,5.98235304757937,51.2037573062341,8862448,2.0,harbour_with_charging,150000,600
314,10314,,,,4.83502014761203,51.7124743132615,8868359,0.0,intermediate_node,150000,600
315,10315,,,,5.65708873169734,52.60463566162489,8862210,0.0,intermediate_node,150000,600
316,10316,,,,5.9881911044898,51.2276607774638,8864825,0.0,intermediate_node,150000,600
317,10317,,,,5.32803330621957,53.1893910697146,8867600,0.0,intermediate_node,150000,600
318,10318,,,,5.963267287172269,51.682275139515205,8864553,0.0,intermediate_node,150000,600
319,10319,,,,6.07872979406883,51.5472296008736,8863114,0.0,intermediate_node,150000,600
320,10320,,,,4.28441264524576,51.8846350350828,8863475,1.0,harbour_with_charging,150000,600
321,10321,,,,4.33350300310146,51.866917854826305,8865803,0.0,intermediate_node,150000,600
322,10322,,,,5.21900272452983,53.3539177165105,8864260,0.0,harbour,150000,600
323,10323,,,,5.85424257072345,51.8527570160366,8863354,0.0,intermediate_node,150000,600
324,10324,,,,5.40182198703637,53.1773143983601,8864167,0.0,intermediate_node,150000,600
325,10325,,,,4.46765810101952,51.9001420349988,8866388,0.0,intermediate_node,150000,600
326,10326,,,,6.0751589475965,52.5220911886771,8862506,0.0,harbour,150000,600
327,10327,,,,5.54303457143647,52.65291143277129,8863762,0.0,intermediate_node,150000,600
328,10328,,,,5.12655408140474,51.737355278482106,8866137,0.0,intermediate_node,150000,600
329,10329,,,,5.93422443041975,53.170376042424,8861681,0.0,intermediate_node,150000,600
330,10330,,,,5.46474421968916,52.2606512725526,8861611,0.0,intermediate_node,150000,600
331,10331,,,,4.41004897950466,51.89992066272399,8861986,0.0,intermediate_node,150000,600
332,10332,,,,5.70990955991046,52.8412706901048,8863125,1.0,harbour_with_charging,150000,600
333,10333,,,,4.62256166016135,52.4660390669702,8861863,0.0,intermediate_node,150000,600
334,10334,,,,4.97882314759826,51.8352968915153,8863019,2.0,harbour_with_charging,150000,600
335,10335,,,,4.30992074255024,51.8951877409715,8861158,0.0,intermediate_node,150000,600
336,10336,,,,5.89694167558212,51.1638894365466,8864319,0.0,intermediate_node,150000,600
337,10337,,,,5.27550822977527,51.710912092794196,8866775,2.0,harbour_with_charging,150000,600
338,10338,,,,4.50017260042379,51.9180994743076,8863306,2.0,harbour_with_charging,150000,600
339,10339,,,,4.38801816186906,51.678798010768,8866727,0.0,intermediate_node,150000,600
340,10340,,,,4.96169022824475,51.82486071815,8864151,0.0,intermediate_node,150000,600
341,10341,,,,5.42515884736131,52.5121592928177,8865470,0.0,intermediate_node,150000,600
342,10342,,,,5.76590004534792,52.58385369968719,8867901,0.0,intermediate_node,150000,600
343,10343,,,,5.68251470870295,52.8617251614338,8868409,0.0,intermediate_node,150000,600
344,10344,,,,5.10601233691986,52.0486846684556,8865846,0.0,intermediate_node,150000,600
345,10345,,,,4.00668012620939,51.50437678529,8862992,1.0,harbour_with_charging,150000,600
346,10346,,,,5.091495994075,52.00189408288569,8861231,0.0,intermediate_node,150000,600
347,10347,,,,4.75285327174328,52.6327503636275,8861625,2.0,harbour_with_charging,150000,600
348,10348,,,,5.11302494377511,52.062875470946004,8866045,0.0,intermediate_node,150000,600
349,10349,,,,6.6263764698213405,52.367848885154196,8866512,1.0,harbour_with_charging,150000,600
350,10350,,,,5.02145162493534,52.2782565774995,8864837,0.0,intermediate_node,150000,600
351,10351,,,,4.81931685847648,52.405443984187706,8866429,2.0,harbour_with_charging,150000,600
352,10352,,,,4.63091677563805,51.968817755791896,8867538,2.0,harbour_with_charging,150000,600
353,10353,,,,4.00787503031835,51.4358415998424,8865869,0.0,intermediate_node,150000,600
354,10354,,,,4.58053621300989,51.9021726082404,8867500,0.0,intermediate_node,150000,600
355,10355,,,,5.91463391712555,51.1694740539079,8864929,0.0,intermediate_node,150000,600
356,10356,,,,5.88963994342825,51.1537721105376,8863599,1.0,harbour_with_charging,150000,600
357,10357,,,,3.8197527075039,51.3468383239317,8862858,0.0,intermediate_node,150000,600
358,10358,,,,5.24997216005198,51.73360970913361,8862161,0.0,intermediate_node,150000,600
359,10359,,,,4.61900202498856,51.8893707953575,8865140,0.0,intermediate_node,150000,600
360,10360,,,,5.75186236821517,53.1962612442423,8865462,0.0,intermediate_node,150000,600
361,10361,,,,3.81618834770356,51.33733238371351,8863469,2.0,harbour_with_charging,150000,600
362,10362,,,,5.022812284676,52.273137777905994,8864020,2.0,harbour_with_charging,150000,600
363,10363,,,,3.82464265412123,51.3188974436157,8867489,0.0,intermediate_node,150000,600
364,10364,,,,3.70357253511421,51.4196409141243,8867785,0.0,intermediate_node,150000,600
365,10365,,,,5.864535188829211,51.7581066626557,8865600,2.0,harbour_with_charging,150000,600
366,10366,,,,5.52517017165206,52.5009152734823,8862690,0.0,intermediate_node,150000,600
367,10367,,,,6.07880731569133,51.5466054128845,22638019,2.0,harbour_with_charging,150000,600
368,10368,,,,5.40242865495025,53.1774479247266,30986055,0.0,intermediate_node,150000,600
369,10369,,,,4.78636523210859,52.94535786728719,8865644,0.0,intermediate_node,150000,600
370,10370,,,,5.52584965986975,52.5341764747345,8863709,2.0,harbour_with_charging,150000,600
371,10371,,,,5.11686640686609,52.0690861380017,8867240,2.0,harbour_with_charging,150000,600
372,10372,,,,4.57679013106882,51.9142292441604,8867374,0.0,intermediate_node,150000,600
373,10373,,,,5.70899996279463,52.8377369357983,8865894,0.0,intermediate_node,150000,600
374,10374,,,,4.88453154031899,52.3883693277055,8865186,0.0,intermediate_node,150000,600
375,10375,,,,5.32706857853499,51.7481498215268,11309119,0.0,intermediate_node,150000,600
376,10376,,,,5.02106159244081,52.3043016686097,8865887,0.0,intermediate_node,150000,600
377,10377,,,,5.775142252306009,52.5834567000378,8863596,0.0,intermediate_node,150000,600
378,10378,,,,4.43615944214078,51.7022764335403,8860743,0.0,intermediate_node,150000,600
379,10379,,,,4.76915240845654,52.6217209668992,8861372,0.0,intermediate_node,150000,600
380,10380,,,,5.67606448241909,51.7923511698178,22638404,1.0,harbour_with_charging,150000,600
381,10381,,,,4.58397495964232,52.4686244552245,8865817,0.0,intermediate_node,150000,600
