,length,condition,lat,lon,intersection,model_type,id,road,name
2269,6625,NaN,23.75795617,90.57785881,0,link,12269,N105,
2270,4,,23.7851941,90.5688049,N2,intersection,12270,N105,
2271,3782,NaN,23.80098394,90.56755257,0,link,12271,N105,
2272,10.4,A,23.81677379,90.56630023,,bridge,12272,N105,
2273,206,NaN,23.81765781,90.56606569,0,link,12273,N105,
2274,6.2,A,23.81854183,90.56583115,,bridge,12274,N105,
2275,599,NaN,23.82111953,90.56515472,0,link,12275,N105,
2276,6,A,23.82369724,90.56447829,,bridge,12276,N105,
2277,1456,NaN,23.8296335,90.56237945,0,link,12277,N105,
2278,4.6,A,23.83556977,90.5602806,,bridge,12278,N105,
2279,1528,NaN,23.83632063,90.55429488,0,link,12279,N105,
2280,4.5,A,23.83707148,90.54830916,,bridge,12280,N105,
2281,251,NaN,23.8366207,90.54718862,0,link,12281,N105,
2282,4.5,A,23.83616992,90.54606809,,bridge,12282,N105,
2283,815,NaN,23.83616328,90.54256165,0,link,12283,N105,
2284,4.5,A,23.83615664,90.53905521,,bridge,12284,N105,
2285,234,NaN,23.83695213,90.53833299,0,link,12285,N105,
2286,6.2,A,23.83774762,90.53761078,,bridge,12286,N105,
2287,430,NaN,23.83921612,90.53627102,0,link,12287,N105,
2288,4.6,A,23.84068463,90.53493127,,bridge,12288,N105,
2289,1060,NaN,23.84333085,90.53248817,0,link,12289,N105,
2290,6,A,23.84597708,90.53004508,,bridge,12290,N105,
2291,828,NaN,23.84983065,90.52659898,0,link,12291,N105,
2292,4.6,A,23.85368422,90.52315288,,bridge,12292,N105,
2293,569,NaN,23.85563834,90.52142636,0,link,12293,N105,
2294,6,A,23.85759247,90.51969983,,bridge,12294,N105,
2295,2136,NaN,23.86462168,90.51312302,0,link,12295,N105,
2296,209,A,23.87165089,90.5065462,,bridge,12296,N105,
2297,443,NaN,23.87336462,90.50564769,0,link,12297,N105,
2298,4.5,A,23.87507836,90.50474918,,bridge,12298,N105,
2299,485,NaN,23.87695457,90.50376548,0,link,12299,N105,
2300,4.5,A,23.87883078,90.50278178,,bridge,12300,N105,
2301,760,NaN,23.88149786,90.500884,0,link,12301,N105,
2302,4.5,A,23.88416495,90.49898621,,bridge,12302,N105,
2303,366,NaN,23.88489305,90.49766079,0,link,12303,N105,
2304,4.5,A,23.88562116,90.49633536,,bridge,12304,N105,
2305,365,NaN,23.88575615,90.49455553,0,link,12305,N105,
2306,174.75,A,23.88589115,90.49277569,,bridge,12306,N105,
2307,752,NaN,23.88684347,90.48951594,0,link,12307,N105,
2308,5,A,23.8877958,90.48625619,,bridge,12308,N105,
2309,622,NaN,23.8899987,90.48515895,0,link,12309,N105,
2310,5,A,23.89220161,90.48406171,,bridge,12310,N105,
2311,1122,NaN,23.89611636,90.48300168,0,link,12311,N105,
2312,4.5,A,23.90003112,90.48194164,,bridge,12312,N105,
2313,329,NaN,23.90200962,90.48091638,0,link,12313,N105,
2314,1,A,23.90398813,90.47989113,,bridge,12314,N105,
2315,237,NaN,23.9049999,90.47954464,0,link,12315,N105,
2316,3,A,23.90601166,90.47919814,,bridge,12316,N105,
2317,416,NaN,23.90739637,90.47803197,0,link,12317,N105,
2318,3.4,A,23.90878108,90.47686581,,bridge,12318,N105,
2319,2164,NaN,23.91545063,90.46995909,0,link,12319,N105,
2320,5,A,23.92212019,90.46305237,,bridge,12320,N105,
2321,76,NaN,23.92227852,90.46272062,0,link,12321,N105,
2322,5,A,23.92243686,90.46238886,,bridge,12322,N105,
2323,370,NaN,23.92325977,90.4607736,0,link,12323,N105,
2324,13,A,23.92408268,90.45915833,,bridge,12324,N105,
2325,617,NaN,23.92579656,90.45693285,0,link,12325,N105,
2326,3,A,23.92751043,90.45470737,,bridge,12326,N105,
2327,700,NaN,23.92967041,90.45251301,0,link,12327,N105,
2328,4.5,A,23.93183038,90.45031865,,bridge,12328,N105,
2329,1599,NaN,23.93658062,90.44408025,0,link,12329,N105,
2330,7,A,23.94133085,90.43784184,,bridge,12330,N105,
2331,533,NaN,23.94262671,90.43580295,0,link,12331,N105,
2332,6,A,23.94392256,90.43376405,,bridge,12332,N105,
2333,437,NaN,23.94492357,90.43170809,0,link,12333,N105,
2334,3,A,23.94592459,90.42965213,,bridge,12334,N105,
2335,282,NaN,23.94644053,90.42841126,0,link,12335,N105,
2336,3,A,23.94695647,90.4271704,,bridge,12336,N105,
2337,344,NaN,23.94746957,90.42587102,0,link,12337,N105,
2338,3,A,23.94798267,90.42457164,,bridge,12338,N105,
2339,622,NaN,23.9485233,90.42173558,0,link,12339,N105,
2340,3,A,23.94906393,90.41889952,,bridge,12340,N105,
2341,297,NaN,23.94925589,90.41746212,0,link,12341,N105,
2342,3,A,23.94944784,90.41602472,,bridge,12342,N105,
2343,401,NaN,23.94987561,90.41411704,0,link,12343,N105,
2344,3,A,23.95030338,90.41220935,,bridge,12344,N105,
2345,694,NaN,23.95119753,90.40857124,0,link,12345,N105,
2346,3,A,23.95209169,90.40493313,,bridge,12346,N105,
2347,588,NaN,23.9537928,90.40336989,0,link,12347,N105,
2348,3,A,23.95549391,90.40180664,,bridge,12348,N105,
2349,3680,NaN,23.96649661,90.39118077,0,link,12349,N105,
2350,4,,23.9774993,90.3805549,N3,intersection,12350,N105,
2351,2872,NaN,23.98351335,90.36938855,0,link,12351,N105,
2352,4,,23.9895274,90.3582222,N4,intersection,12352,N105,
2353,2872,NaN,23.9895274,90.3582222,0,link,12353,N105,
2354,4,,23.9895274,90.3582222,,sourcesink,12354,N105,
2355,4,,23.4789716,91.1181938,,sourcesink,12355,N102,
2356,0,NaN,23.4789716,91.1181938,0,link,12356,N102,
2357,4,,23.4789716,91.118166,N1,intersection,10158,N102,
2358,984,NaN,23.48277697,91.11580566,0,link,12358,N102,
2359,3,A,23.48658234,91.11341752,,bridge,12359,N102,
2360,1075,NaN,23.4901701,91.10996222,0,link,12360,N102,
2361,1.5,A,23.49375787,91.10650693,,bridge,12361,N102,
2362,304,NaN,23.49503694,91.10621366,0,link,12362,N102,
2363,1.6,A,23.49631602,91.10592039,,bridge,12363,N102,
2364,148,NaN,23.49696554,91.10576152,0,link,12364,N102,
2365,1.4,A,23.49761507,91.10560266,,bridge,12365,N102,
2366,1738,NaN,23.50437521,91.10189185,0,link,12366,N102,
2367,2.5,B,23.51113535,91.09818104,,bridge,12367,N102,
2368,2787,NaN,23.52162956,91.09087953,0,link,12368,N102,
2369,3.75,C,23.53212377,91.08357801,,bridge,12369,N102,
2370,1439,NaN,23.53714194,91.07911949,0,link,12370,N102,
2371,17.8,A,23.54216011,91.07466097,,bridge,12371,N102,
2372,1210,NaN,23.54601326,91.07052618,0,link,12372,N102,
2373,3,A,23.5498664,91.06639138,,bridge,12373,N102,
2374,845,NaN,23.55272441,91.06398469,0,link,12374,N102,
2375,0.9,A,23.55558241,91.061578,,bridge,12375,N102,
2376,1346,NaN,23.55800076,91.05854836,0,link,12376,N102,
2377,3.2,A,23.56041911,91.05551871,,bridge,12377,N102,
2378,90,NaN,23.55818789,91.05533866,0,link,12378,N102,
2379,3,C,23.55595667,91.05515862,,bridge,12379,N102,
2380,994,NaN,23.56496488,91.0570314,0,link,12380,N102,
2381,6,B,23.57397309,91.05890419,,bridge,12381,N102,
2382,2149,NaN,23.57801243,91.04719073,0,link,12382,N102,
2383,5.7,A,23.58205176,91.03547727,,bridge,12383,N102,
2384,2209,NaN,23.58496492,91.02601451,0,link,12384,N102,
2385,3,A,23.58787809,91.01655175,,bridge,12385,N102,
2386,893,NaN,23.58940877,91.01237896,0,link,12386,N102,
2387,6.2,C,23.59093945,91.00820618,,bridge,12387,N102,
2388,911,NaN,23.59252234,91.00422751,0,link,12388,N102,
2389,6,A,23.59410524,91.00024884,,bridge,12389,N102,
2390,357,NaN,23.59512146,90.99893252,0,link,12390,N102,
2391,2.5,A,23.59613768,90.99761621,,bridge,12391,N102,
2392,1658,NaN,23.6017993,90.99311151,0,link,12392,N102,
2393,4.6,B,23.60746092,90.98860681,,bridge,12393,N102,
2394,341,NaN,23.60853272,90.98742292,0,link,12394,N102,
2395,1.3,A,23.60960453,90.98623902,,bridge,12395,N102,
2396,41,NaN,23.60972249,90.98608027,0,link,12396,N102,
2397,2.8,A,23.60984046,90.98592152,,bridge,12397,N102,
2398,1150,NaN,23.61291691,90.98173436,0,link,12398,N102,
2399,9.6,A,23.61599335,90.9775472,,bridge,12399,N102,
2400,895,NaN,23.61942493,90.97538186,0,link,12400,N102,
2401,33.45,A,23.6228565,90.97321651,,bridge,12401,N102,
2402,1244,NaN,23.62815425,90.97200646,0,link,12402,N102,
2403,113.9,A,23.63345199,90.97079641,,bridge,12403,N102,
2404,983,NaN,23.63779545,90.97092319,0,link,12404,N102,
2405,9.4,A,23.6421389,90.97104997,,bridge,12405,N102,
2406,823,NaN,23.64579384,90.97117221,0,link,12406,N102,
2407,9.3,A,23.64944877,90.97129446,,bridge,12407,N102,
2408,1253,NaN,23.65327982,90.97529082,0,link,12408,N102,
2409,6.1,B,23.65711086,90.97928717,,bridge,12409,N102,
2410,239,NaN,23.65768673,90.98026089,0,link,12410,N102,
2411,51.2,C,23.65826259,90.98123461,,bridge,12411,N102,
2412,488,NaN,23.65944954,90.98322971,0,link,12412,N102,
2413,12.3,A,23.66063649,90.98522481,,bridge,12413,N102,
2414,706,NaN,23.66238286,90.98807413,0,link,12414,N102,
2415,6,A,23.66412923,90.99092344,,bridge,12415,N102,
2416,209,NaN,23.66461569,90.99170812,0,link,12416,N102,
2417,40,A,23.66510215,90.99249281,,bridge,12417,N102,
2418,332,NaN,23.66590684,90.99374437,0,link,12418,N102,
2419,12.6,A,23.66671153,90.99499593,,bridge,12419,N102,
2420,721,NaN,23.66868518,90.99805381,0,link,12420,N102,
2421,28.8,B,23.67065884,91.00111168,,bridge,12421,N102,
2422,520,NaN,23.67196837,91.00319377,0,link,12422,N102,
2423,4.5,B,23.67327791,91.00527586,,bridge,12423,N102,
2424,188,NaN,23.67375473,91.00602646,0,link,12424,N102,
2425,6,B,23.67423155,91.00677705,,bridge,12425,N102,
2426,624,NaN,23.67583031,91.00926045,0,link,12426,N102,
2427,12.6,C,23.67742906,91.01174384,,bridge,12427,N102,
2428,761,NaN,23.67943197,91.01477826,0,link,12428,N102,
2429,9.5,C,23.68143489,91.01781269,,bridge,12429,N102,
2430,383,NaN,23.68248577,91.01935047,0,link,12430,N102,
2431,9.2,C,23.68353664,91.02088825,,bridge,12431,N102,
2432,609,NaN,23.68402235,91.02328414,0,link,12432,N102,
2433,9.4,A,23.68450807,91.02568004,,bridge,12433,N102,
2434,318,NaN,23.68649097,91.02687334,0,link,12434,N102,
2435,3,C,23.68847387,91.02806665,,bridge,12435,N102,
2436,550,NaN,23.69000647,91.03013411,0,link,12436,N102,
2437,9.5,A,23.69153907,91.03220158,,bridge,12437,N102,
2438,626,NaN,23.69330688,91.03475021,0,link,12438,N102,
2439,35.5,C,23.69507469,91.03729885,,bridge,12439,N102,
2440,800,NaN,23.69707804,91.04011195,0,link,12440,N102,
2441,9.3,B,23.69908139,91.04292505,,bridge,12441,N102,
2442,266,NaN,23.69998579,91.0441471,0,link,12442,N102,
2443,6.5,A,23.70089018,91.04536915,,bridge,12443,N102,
2444,496,NaN,23.70225251,91.04726736,0,link,12444,N102,
2445,12.2,A,23.70361484,91.04916557,,bridge,12445,N102,
2446,174,NaN,23.70410855,91.04980782,0,link,12446,N102,
2447,12.2,A,23.70460227,91.05045007,,bridge,12447,N102,
2448,521,NaN,23.70615187,91.05246527,0,link,12448,N102,
2449,12.6,C,23.70770147,91.05448048,,bridge,12449,N102,
2450,339,NaN,23.70872309,91.05571877,0,link,12450,N102,
2451,4.8,A,23.70974471,91.05695707,,bridge,12451,N102,
2452,218,NaN,23.71043336,91.05776525,0,link,12452,N102,
2453,4.65,A,23.711122,91.05857343,,bridge,12453,N102,
2454,535,NaN,23.71276589,91.06062308,0,link,12454,N102,
2455,12.5,A,23.71440977,91.06267274,,bridge,12455,N102,
2456,462,NaN,23.715752,91.06429828,0,link,12456,N102,
2457,6.2,A,23.71709423,91.06592381,,bridge,12457,N102,
2458,737,NaN,23.71926716,91.06862641,0,link,12458,N102,
2459,17.2,B,23.72144009,91.07132901,,bridge,12459,N102,
2460,602,NaN,23.72307885,91.07364446,0,link,12460,N102,
2461,54.31,A,23.72471761,91.07595992,,bridge,12461,N102,
2462,969,NaN,23.72830929,91.07832724,0,link,12462,N102,
2463,12.3,B,23.73190098,91.08069457,,bridge,12463,N102,
2464,2448,NaN,23.74128914,91.08674378,0,link,12464,N102,
2465,12.2,A,23.7506773,91.09279299,,bridge,12465,N102,
2466,647,NaN,23.75267698,91.09503482,0,link,12466,N102,
2467,46.5,A,23.75467665,91.09727666,,bridge,12467,N102,
2468,309,NaN,23.7555575,91.09832124,0,link,12468,N102,
2469,18.6,B,23.75643835,91.09936581,,bridge,12469,N102,
2470,610,NaN,23.75835154,91.10159742,0,link,12470,N102,
2471,6,A,23.76026473,91.10382904,,bridge,12471,N102,
2472,1420,NaN,23.76465292,91.10885536,0,link,12472,N102,
2473,17,A,23.76904111,91.11388168,,bridge,12473,N102,
2474,818,NaN,23.77158307,91.11678968,0,link,12474,N102,
2475,12,C,23.77412502,91.11969768,,bridge,12475,N102,
2476,1101,NaN,23.77749678,91.12370441,0,link,12476,N102,
2477,12.6,B,23.78086853,91.12771115,,bridge,12477,N102,
2478,555,NaN,23.78234987,91.12992239,0,link,12478,N102,
2479,16.06,B,23.7838312,91.13213363,,bridge,12479,N102,
2480,1320,NaN,23.78723309,91.13738775,0,link,12480,N102,
2481,12.2,A,23.79063497,91.14264186,,bridge,12481,N102,
2482,374,NaN,23.79160069,91.14412184,0,link,12482,N102,
2483,20.6,A,23.7925664,91.14560182,,bridge,12483,N102,
2484,932,NaN,23.7959643,91.14761758,0,link,12484,N102,
2485,19,B,23.79936219,91.14963335,,bridge,12485,N102,
2486,680,NaN,23.80228271,91.15032216,0,link,12486,N102,
2487,49.65,A,23.80520322,91.15101097,,bridge,12487,N102,
2488,843,NaN,23.80902725,91.15180131,0,link,12488,N102,
2489,36.8,B,23.81285128,91.15259164,,bridge,12489,N102,
2490,1746,NaN,23.82058158,91.15375312,0,link,12490,N102,
2491,8.7,B,23.82831188,91.15491459,,bridge,12491,N102,
2492,283,NaN,23.82953708,91.15509484,0,link,12492,N102,
2493,4.6,A,23.83076228,91.15527509,,bridge,12493,N102,
2494,1420,NaN,23.83703775,91.15612716,0,link,12494,N102,
2495,167.14,A,23.84331321,91.15697924,,bridge,12495,N102,
2496,1915,NaN,23.85122726,91.15669284,0,link,12496,N102,
2497,34.2,A,23.85914131,91.15640644,,bridge,12497,N102,
2498,437,NaN,23.86048597,91.15505131,0,link,12498,N102,
2499,3,B,23.86183063,91.15369617,,bridge,12499,N102,
2500,537,NaN,23.86335933,91.15176419,0,link,12500,N102,
2501,16.38,C,23.86488803,91.14983222,,bridge,12501,N102,
2502,1186,NaN,23.8699411,91.14536819,0,link,12502,N102,
2503,27.3,B,23.87499417,91.14090417,,bridge,12503,N102,
2504,1536,NaN,23.88017155,91.13787507,0,link,12504,N102,
2505,5.5,A,23.88534893,91.13484597,,bridge,12505,N102,
2506,662,NaN,23.88744185,91.13351012,0,link,12506,N102,
2507,5.6,A,23.88953477,91.13217427,,bridge,12507,N102,
2508,272,NaN,23.89123319,91.13160279,0,link,12508,N102,
2509,21.2,A,23.89293161,91.1310313,,bridge,12509,N102,
2510,1297,NaN,23.89832172,91.12876863,0,link,12510,N102,
2511,48.9,A,23.90371183,91.12650595,,bridge,12511,N102,
2512,1112,NaN,23.90848571,91.1249143,0,link,12512,N102,
2513,5.6,A,23.91325958,91.12332264,,bridge,12513,N102,
2514,990,NaN,23.91747281,91.12192733,0,link,12514,N102,
2515,5.6,A,23.92168604,91.12053202,,bridge,12515,N102,
2516,454,NaN,23.92365205,91.11988294,0,link,12516,N102,
2517,12,B,23.92561806,91.11923386,,bridge,12517,N102,
2518,843,NaN,23.92921573,91.118023,0,link,12518,N102,
2519,48.4,D,23.9328134,91.11681215,,bridge,12519,N102,
2520,1636,NaN,23.94002457,91.11683121,0,link,12520,N102,
2521,3,B,23.94723573,91.11685028,,bridge,12521,N102,
2522,642,NaN,23.95008463,91.11685598,0,link,12522,N102,
2523,88.7,B,23.95293353,91.11686167,,bridge,12523,N102,
2524,499,NaN,23.95500841,91.11620864,0,link,12524,N102,
2525,4,,23.9570833,91.1155556,N103,intersection,12525,N102,
2526,2334,NaN,23.96250931,91.10847674,0,link,12526,N102,
2527,32.15,A,23.96793532,91.10139788,,bridge,12527,N102,
2528,3706,NaN,23.98334231,91.10539375,0,link,12528,N102,
2529,18.3,B,23.99874929,91.10938961,,bridge,12529,N102,
2530,926,NaN,24.0028612,91.10906842,0,link,12530,N102,
2531,3,A,24.0069731,91.10874723,,bridge,12531,N102,
2532,382,NaN,24.00863582,91.10906653,0,link,12532,N102,
2533,6.5,B,24.01029853,91.10938583,,bridge,12533,N102,
2534,455,NaN,24.01233281,91.10962966,0,link,12534,N102,
2535,7,A,24.01436709,91.1098735,,bridge,12535,N102,
2536,1150,NaN,24.01947471,91.110872,0,link,12536,N102,
2537,3,B,24.02458234,91.1118705,,bridge,12537,N102,
2538,2042,NaN,24.03363528,91.11297522,0,link,12538,N102,
2539,3,A,24.04268823,91.11407994,,bridge,12539,N102,
2540,2945,NaN,24.04664966,91.11437332,0,link,12540,N102,
2541,4,,24.0506111,91.1146667,,sourcesink,12541,N102,
2542,4,,23.0096667,91.3994163,,sourcesink,12542,N104,
2543,349,NaN,23.0095142,91.39778243,0,link,12543,N104,
2544,3.65,A,23.0093617,91.39614856,,bridge,12544,N104,
2545,68,NaN,23.00933198,91.39583022,0,link,12545,N104,
2546,2.7,B,23.00930227,91.39551187,,bridge,12546,N104,
2547,4,,23.0095556,91.3813604,N1,intersection,10268,N104,
2548,2.7,C,23.00983842,91.37417335,,bridge,12548,N104,
2549,2063,NaN,23.00735233,91.36474733,0,link,12549,N104,
2550,2.7,B,23.00486624,91.3553213,,bridge,12550,N104,
2551,3189,NaN,22.9943746,91.34765737,0,link,12551,N104,
2552,1.9,A,22.98388297,91.33999344,,bridge,12552,N104,
2553,193,NaN,22.98350923,91.33916724,0,link,12553,N104,
2554,87.3,A,22.9831355,91.33834104,,bridge,12554,N104,
2555,1265,NaN,22.97785097,91.33645026,0,link,12555,N104,
2556,2.8,C,22.97256643,91.33455949,,bridge,12556,N104,
2557,1170,NaN,22.96736413,91.33387271,0,link,12557,N104,
2558,3,A,22.96216182,91.33318593,,bridge,12558,N104,
2559,1106,NaN,22.95838617,91.33017227,0,link,12559,N104,
2560,48.71,A,22.95461052,91.3271586,,bridge,12560,N104,
2561,1249,NaN,22.95099148,91.32258191,0,link,12561,N104,
2562,3,C,22.94737245,91.31800522,,bridge,12562,N104,
2563,2356,NaN,22.94257745,91.30843824,0,link,12563,N104,
2564,4.4,C,22.93778244,91.29887125,,bridge,12564,N104,
2565,2189,NaN,22.93923002,91.28861391,0,link,12565,N104,
2566,6,A,22.9406776,91.27835658,,bridge,12566,N104,
2567,1307,NaN,22.94214691,91.27218222,0,link,12567,N104,
2568,2.5,A,22.94361622,91.26600786,,bridge,12568,N104,
2569,243,NaN,22.9438376,91.26485073,0,link,12569,N104,
2570,12.6,B,22.94405897,91.2636936,,bridge,12570,N104,
2571,2329,NaN,22.94793482,91.25364764,0,link,12571,N104,
2572,3.1,C,22.95181067,91.24360169,,bridge,12572,N104,
2573,1194,NaN,22.95448882,91.23884691,0,link,12573,N104,
2574,7.5,C,22.95716698,91.23409213,,bridge,12574,N104,
2575,1055,NaN,22.95729893,91.22905712,0,link,12575,N104,
2576,2.8,B,22.95743088,91.22402211,,bridge,12576,N104,
2577,1482,NaN,22.95619076,91.21696961,0,link,12577,N104,
2578,2.5,A,22.95495065,91.20991711,,bridge,12578,N104,
2579,2159,NaN,22.95380764,91.19915555,0,link,12579,N104,
2580,2.7,C,22.95266463,91.188394,,bridge,12580,N104,
2581,1278,NaN,22.95131656,91.18227634,0,link,12581,N104,
2582,9.1,A,22.94996849,91.17615869,,bridge,12582,N104,
2583,1871,NaN,22.94914484,91.16805245,0,link,12583,N104,
2584,3,B,22.94832118,91.15994621,,bridge,12584,N104,
2585,1030,NaN,22.94800764,91.15479682,0,link,12585,N104,
2586,6,C,22.9476941,91.14964742,,bridge,12586,N104,
2587,684,NaN,22.94747058,91.14635314,0,link,12587,N104,
2588,3.2,B,22.94724705,91.14305885,,bridge,12588,N104,
2589,1768,NaN,22.94659979,91.13454549,0,link,12589,N104,
2590,20.5,A,22.94595252,91.12603213,,bridge,12590,N104,
2591,1393,NaN,22.94552729,91.11939724,0,link,12591,N104,
2592,38.2,B,22.94510205,91.11276234,,bridge,12592,N104,
2593,1128,NaN,22.94288603,91.108608,0,link,12593,N104,
2594,3.1,A,22.94067001,91.10445365,,bridge,12594,N104,
2595,369,NaN,22.93846842,91.10431401,0,link,12595,N104,
2596,6.5,A,22.93626683,91.10417437,,bridge,12596,N104,
2597,521,NaN,22.93524563,91.10417145,0,link,12597,N104,
2598,3.2,C,22.93422444,91.10416854,,bridge,12598,N104,
2599,976,NaN,22.92995134,91.10370718,0,link,12599,N104,
2600,18.6,B,22.92567823,91.10324583,,bridge,12600,N104,
2601,550,NaN,22.92334589,91.10279326,0,link,12601,N104,
2602,3,B,22.92101355,91.10234069,,bridge,12602,N104,
2603,1244,NaN,22.91539055,91.10194078,0,link,12603,N104,
2604,6.2,D,22.90976755,91.10154088,,bridge,12604,N104,
2605,728,NaN,22.90658031,91.10075395,0,link,12605,N104,
2606,9.4,A,22.90339308,91.09996703,,bridge,12606,N104,
2607,3665,NaN,22.8873801,91.098435,0,link,12607,N104,
2608,1,C,22.87136713,91.09690296,,bridge,12608,N104,
2609,456,NaN,22.86940546,91.09698373,0,link,12609,N104,
2610,6.4,A,22.8674438,91.0970645,,bridge,12610,N104,
2611,269,NaN,22.86596932,91.09701103,0,link,12611,N104,
2612,6.5,A,22.86449484,91.09695756,,bridge,12612,N104,
2613,449,NaN,22.86261398,91.09658456,0,link,12613,N104,
2614,3.5,B,22.86073312,91.09621157,,bridge,12614,N104,
2615,1787,NaN,22.85396632,91.09661148,0,link,12615,N104,
2616,10.4,B,22.84719951,91.09701139,,bridge,12616,N104,
2617,845,NaN,22.84285799,91.09812802,0,link,12617,N104,
2618,2,A,22.83851647,91.09924464,,bridge,12618,N104,
2619,227,NaN,22.83751034,91.09955426,0,link,12619,N104,
2620,2,B,22.83650421,91.09986388,,bridge,12620,N104,
2621,522,NaN,22.83420227,91.10026637,0,link,12621,N104,
2622,3,A,22.83190033,91.10066887,,bridge,12622,N104,
2623,1213,NaN,22.82882482,91.10105664,0,link,12623,N104,
2624,4,,22.8257493,91.1014444,,sourcesink,12624,N104,
2625,4,,22.3934441,91.7491386,,sourcesink,12625,N111,
2626,0,NaN,22.3934441,91.7491386,0,link,12626,N111,
2627,4,,22.3937774,91.7588056,N1,intersection,10446,N111,
2628,12660,NaN,22.345958,91.77068025,0,link,12628,N111,
2629,4,,22.2984719,91.7922219,,sourcesink,12629,N111,
2630,4,,22.3944163,91.891833,,sourcesink,12630,N107,
2631,52,NaN,22.39422932,91.89194519,0,link,12631,N107,
2632,23.8,A,22.39404234,91.89205737,,bridge,12632,N107,
2633,330,NaN,22.39284389,91.89272087,0,link,12633,N107,
2634,24,B,22.39164544,91.89338436,,bridge,12634,N107,
2635,1535,NaN,22.38682868,91.89858093,0,link,12635,N107,
2636,9.1,A,22.38201192,91.90377751,,bridge,12636,N107,
2637,1518,NaN,22.37598402,91.90557356,0,link,12637,N107,
2638,5.6,D,22.36995612,91.90736961,,bridge,12638,N107,
2639,1118,NaN,22.3657106,91.90953092,0,link,12639,N107,
2640,8.3,B,22.36146509,91.91169222,,bridge,12640,N107,
2641,342,NaN,22.36038771,91.91264677,0,link,12641,N107,
2642,47,A,22.35931032,91.91360132,,bridge,12642,N107,
2643,1847,NaN,22.35222282,91.91564229,0,link,12643,N107,
2644,4.5,C,22.34513532,91.91768325,,bridge,12644,N107,
2645,546,NaN,22.34273021,91.91737508,0,link,12645,N107,
2646,73,D,22.34032509,91.91706691,,bridge,12646,N107,
2647,1302,NaN,22.33470584,91.91582208,0,link,12647,N107,
2648,2.4,D,22.32908659,91.91457724,,bridge,12648,N107,
2649,357,NaN,22.32772857,91.91494921,0,link,12649,N107,
2650,4.5,D,22.32637055,91.91532118,,bridge,12650,N107,
2651,1163,NaN,22.32254638,91.91785503,0,link,12651,N107,
2652,5,B,22.31872222,91.92038889,,bridge,12652,N107,
2653,432,NaN,22.31734721,91.92198579,0,link,12653,N107,
2654,4,,22.3158889,91.9235827,N1,intersection,10500,N107,
2655,432,NaN,22.3159722,91.9235827,0,link,12655,N107,
2656,4,,22.3159722,91.9235827,,sourcesink,12656,N107,
2657,4,,22.1021389,92.0740827,,sourcesink,12657,N108,
2658,0,NaN,22.1021389,92.0740827,0,link,12658,N108,
2659,4,,22.1021667,92.0740549,N1,intersection,10564,N108,
2660,882,NaN,22.10294081,92.07823054,0,link,12660,N108,
2661,7.8,A,22.10374273,92.08237838,,bridge,12661,N108,
2662,307,NaN,22.10409965,92.08372106,0,link,12662,N108,
2663,23.3,C,22.10445657,92.08506373,,bridge,12663,N108,
2664,342,NaN,22.10528432,92.08627913,0,link,12664,N108,
2665,7.3,B,22.10611207,92.08749452,,bridge,12665,N108,
2666,751,NaN,22.10785147,92.09061975,0,link,12666,N108,
2667,25.6,A,22.10959087,92.09374498,,bridge,12667,N108,
2668,260,NaN,22.10980027,92.09497308,0,link,12668,N108,
2669,22.2,A,22.11000966,92.09620118,,bridge,12669,N108,
2670,2400,NaN,22.11612381,92.1053267,0,link,12670,N108,
2671,90.2,A,22.12223796,92.11445222,,bridge,12671,N108,
2672,381,NaN,22.12326556,92.11580385,0,link,12672,N108,
2673,3,A,22.12429315,92.11715547,,bridge,12673,N108,
2674,150,NaN,22.12446017,92.11783901,0,link,12674,N108,
2675,3,A,22.12462719,92.11852255,,bridge,12675,N108,
2676,268,NaN,22.12472501,92.11981679,0,link,12676,N108,
2677,4.5,A,22.12482282,92.12111103,,bridge,12677,N108,
2678,434,NaN,22.12544291,92.12306131,0,link,12678,N108,
2679,21.7,B,22.12606299,92.12501159,,bridge,12679,N108,
2680,811,NaN,22.12680052,92.12865103,0,link,12680,N108,
2681,46.2,A,22.12753805,92.13229046,,bridge,12681,N108,
2682,706,NaN,22.12731472,92.13673265,0,link,12682,N108,
2683,9.6,A,22.1270914,92.14117485,,bridge,12683,N108,
2684,682,NaN,22.12736943,92.14324304,0,link,12684,N108,
2685,18.3,A,22.12764747,92.14531122,,bridge,12685,N108,
2686,1662,NaN,22.12936775,92.15282812,0,link,12686,N108,
2687,4.5,A,22.13108803,92.16034502,,bridge,12687,N108,
2688,459,NaN,22.13269062,92.16112845,0,link,12688,N108,
2689,2.6,A,22.13429321,92.16191187,,bridge,12689,N108,
2690,1397,NaN,22.13711255,92.16613312,0,link,12690,N108,
2691,70.19,C,22.13993188,92.17035436,,bridge,12691,N108,
2692,325,NaN,22.14066227,92.17150405,0,link,12692,N108,
2693,2.5,A,22.14139266,92.17265374,,bridge,12693,N108,
2694,132,NaN,22.1418296,92.17306306,0,link,12694,N108,
2695,13.9,A,22.14226654,92.17347239,,bridge,12695,N108,
2696,157,NaN,22.14245372,92.17410126,0,link,12696,N108,
2697,14.1,A,22.1426409,92.17473013,,bridge,12697,N108,
2698,99,NaN,22.1426941,92.1751382,0,link,12698,N108,
2699,7.8,B,22.1427473,92.17554627,,bridge,12699,N108,
2700,75,NaN,22.14295064,92.17583607,0,link,12700,N108,
