,country,city_abbr,function,coords
1586,NL,VSS,--3-----,5226N 00650E
1587,NL,NEV,1-3--6--,5147N 00507E
1588,NL,VDM,123-----,
1589,NL,VNK,-23-----,5245N 00612E
1590,NL,VEE,--3-----,
1591,NL,VNO,123-----,5243N 00651E
1592,NL,VWO,-----6--,5314N 00559E
1593,NL,VER,1-------,5133N 00340E
1594,NL,VEG,--3-----,
1595,NL,D6D,--3-----,5146N 00518E
1596,NL,VED,--3-----,5125N 00610E
1597,NL,VDH,--3-----,
1598,NL,VHA,--3-----,
1599,NL,VEP,--3-----,
1600,NL,VEL,1-------,
1601,NL,VSN,1-3--6--,5228N 00439E
1602,NL,VBK,--3-----,
1603,NL,VHR,--3-----,5136N 00544E
1604,NL,VNH,--3-----,
1605,NL,VEN,1234----,5122N 00610E
1606,NL,VLO,--3-----,
1607,NL,VNR,--3-----,
1608,NL,VZH,--3-----,5142N 00601E
1609,NL,VSM,--3-----,
1610,NL,VLN,-----6--,5129N 00557E
1611,NL,VAN,1-3-----,
1612,NL,VKK,--3-----,5206N 00614E
1613,NL,VHT,--3-----,5220N 00550E
1614,NL,VHN,--3-----,5322N 00618E
1615,NL,VIE,1-------,
1616,NL,VPD,-----6--,5152N 00410E
1617,NL,VVL,1-3-----,5313N 00629E
1618,NL,VIJ,--3-----,
1619,NL,VTR,--3-----,5231N 00621E
1620,NL,VKL,--3-----,5142N 00528E
1621,NL,VKB,--3-----,5235N 00621E
1622,NL,VIV,--3-----,
1623,NL,VSI,-23-----,5316N 00615E
1624,NL,VLA,123-----,
1625,NL,VWD,1-3-----,5302N 00707E
1626,NL,VLT,--3-----,
1627,NL,VLL,1-------,
1628,NL,VLM,--3-----,
1629,NL,VLI,123-----,5127N 00342E
1630,NL,VLD,--3-----,
1631,NL,VDL,--3-----,5053N 00555E
1632,NL,VGB,1-3-----,
1633,NL,VGG,--3-----,5224N 00437E
1634,NL,VLW,--3-----,5119N 00358E
1635,NL,VOD,--3-----,
1636,NL,VLE,--3-----,5138N 00539E
1637,NL,VKR,1-3-----,5140N 00417E
1638,NL,VHV,--3-----,5241N 00557E
1639,NL,ZBW,-----6--,5152N 00419E
1640,NL,VOB,1-3-----,
1641,NL,VOH,--3-----,
1642,NL,VOS,1-3-----,
1643,NL,VRS,--3-----,
1644,NL,VHZ,--3-----,
1645,NL,VFR,--3-----,5206N 00618E
1646,NL,VGR,--3-----,5159N 00636E
1647,NL,VDN,1-------,
1648,NL,VPL,--3-----,5133N 00553E
1649,NL,VRD,--3-----,
1650,NL,VIS,----5---,5304N 00634E
1651,NL,VRZ,--3-----,
1652,NL,VRH,--3-----,
1653,NL,VRA,1-3-----,5214N 00447E
1654,NL,VGT,--3-----,
1655,NL,VRN,0-------,
1656,NL,WAL,0-------,
1657,NL,WAA,1-------,
1658,NL,WLK,1-3-----,
1659,NL,WDE,1-3-----,5125N 00403E
1660,NL,WAB,--3-----,
1661,NL,WDN,--3-----,5150N 00516E
1662,NL,WDR,--3-----,5204N 00449E
1663,NL,WRL,--3-----,
1664,NL,WXN,--3-----,5307N 00533E
1665,NL,WAD,1-3-----,
1666,NL,WAG,-----6--,5139N 00444E
1667,NL,WGW,1-3-----,
1668,NL,WHW,--3-----,5048N 00556E
1669,NL,WSO,1-3----B,5123N 00402E
1670,NL,WXM,--3-----,
1671,NL,WAJ,--3-----,
1672,NL,WAS,1-3-----,5132N 00605E
1673,NL,WAP,--3-----,
1674,NL,WRD,--3-----,
1675,NL,WFM,--3-----,
1676,NL,WHU,1-3-----,5321N 00626E
1677,NL,WRA,--3-----,5309N 00550E
1678,NL,WMH,--3-----,
1679,NL,WRM,1-3-----,
1680,NL,WAR,--3-----,
1681,NL,WTN,1-3-----,
1682,NL,WTA,--3-----,5309N 00554E
1683,NL,WPI,--3-----,5141N 00457E
1684,NL,WSS,--3-----,
1685,NL,WTG,--3-567-,
1686,NL,WHZ,1-3-----,5311N 00639E
1687,NL,WAT,--3-----,
1688,NL,WTL,--3-----,5227N 00502E
1689,NL,WKS,1-3-----,
1690,NL,WRO,--3-----,5221N 00651E
1691,NL,WRT,123-----,
1692,NL,WSP,1-3-----,
1693,NL,WHO,1-3-----,5322N 00625E
1694,NL,WHL,--3-----,
1695,NL,WDM,--3-----,
1696,NL,WKO,--3-----,5207N 00543E
1697,NL,WEL,1-3-----,5133N 00606E
1698,NL,WLL,--3-----,
1699,NL,WRP,123-----,5310N 00536E
1700,NL,WED,--3-----,
1701,NL,WWL,--3-----,5215N 00557E
1702,NL,WWS,--3-----,5215N 00557E
1703,NL,WKD,1-------,
1704,NL,WER,-----6--,5201N 00514E
1705,NL,WHT,--3-----,
1706,NL,WEH,--3-----,
1707,NL,WPP,-----6--,5219N 00612E
1708,NL,WSM,--3-----,
1709,NL,WMW,--3-----,5153N 00531E
1710,NL,WBS,--3--6--,5234N 00453E
1711,NL,WBO,1-3-----,5209N 00508E
1712,NL,WDP,--3-----,
1713,NL,WBK,1-3-----,5251N 00636E
1714,NL,WBR,--3-----,5311N 00641E
1715,NL,WGE,--3-----,5318N 00605E
1716,NL,WES,--3-----,
1717,NL,WHN,--3-----,5120N 00523E
1718,NL,G7R,--3-----,5309N 00659E
1719,NL,WTV,--3-----,5252N 00619E
1720,NL,WEV,--3-----,
1721,NL,WGD,1-3-----,5233N 00447E
1722,NL,WHK,--3-----,5317N 00534E
1723,NL,WKP,1-3-----,5131N 00326E
1724,NL,WAM,--3-----,5231N 00447E
1725,NL,WET,--3-----,5200N 00413E
1726,NL,WEM,--3-----,
1727,NL,WSW,--3-----,5253N 00600E
1728,NL,WTE,1-------,
1729,NL,WVO,--3-----,5152N 00404E
1730,NL,WTU,--3-----,
1731,NL,WTZ,123-----,
1732,NL,WEU,123-----,5151N 00549E
1733,NL,WZP,--3-----,5228N 00600E
1734,NL,WIE,--3-----,5315N 00537E
1735,NL,WID,--3-----,
1736,NL,WRG,1-3-----,5256N 00502E
1737,NL,WGR,1-3-----,5251N 00501E
1738,NL,WWE,--3-----,5250N 00452E
1739,NL,WIW,1-3-----,
1740,NL,WWD,--3-----,5250N 00451E
1741,NL,WRU,--3-----,5324N 00601E
1742,NL,I2W,--3-----,5216N 00556E
1743,NL,WFR,-----6--,5307N 00541E
1744,NL,WCH,--3-----,
1745,NL,WWR,--3-----,
1746,NL,WIM,--3-----,5212N 00509E
1747,NL,WDS,--3-----,
1748,NL,WWO,--3-----,5230N 00457E
1749,NL,WGT,--3-----,5317N 00608E
1750,NL,WIJ,--3-----,
1751,NL,WIK,--3-----,
1752,NL,WKA,--3-----,5204N 00438E
1753,NL,WBD,1-3-----,
1754,NL,WEA,--3-----,5145N 00508E
1755,NL,WND,--3-----,5312N 00528E
1756,NL,WIG,1----6--,5219N 00601E
1757,NL,WJW,--3-----,5303N 00611E
1758,NL,WJS,--3-----,5249N 00631E
1759,NL,WOB,--3-----,5139N 00546E
1760,NL,WLD,--3-----,
1761,NL,WHD,123-----,5132N 00354E
1762,NL,WHA,--3-----,5252N 00610E
1763,NL,WIS,--3-----,
1764,NL,WLN,--3-----,
1765,NL,WIL,-----6--,5213N 00608E
1766,NL,WNK,--3-----,
1767,NL,WSC,1-34----,
1768,NL,WSN,--3-----,5153N 00543E
1769,NL,WSU,--3-----,5309N 00538E
1770,NL,WNS,123-----,5320N 00631E
1771,NL,WTR,--3-----,5127N 00520E
1772,NL,WTW,-23-----,
1773,NL,WSL,--3-----,5221N 00558E
1774,NL,WZE,--3-----,5135N 00345E
1775,NL,WTH,--3-----,5234N 00624E
1776,NL,WIT,--3-----,5250N 00618E
1777,NL,WIU,1----6--,
1778,NL,WOE,--34----,5126N 00418E
1779,NL,WOR,1-3-----,
1780,NL,WGN,--3-----,
1781,NL,WOL,-23-----,5200N 00547E
1782,NL,WLM,--3-----,5320N 00533E
1783,NL,WKG,1-3-----,
1784,NL,WVG,--3-----,
1785,NL,WMS,--3-----,5307N 00535E
1786,NL,MKM,1-------,5303N 00523E
1787,NL,WKU,1-3-----,5259N 00527E
1788,NL,WMO,1-3-----,5230N 00449E
1789,NL,WOM,--3-----,5230N 00449E
1790,NL,WRV,--3-----,
1791,NL,WBG,--3-----,5210N 00438E
1792,NL,WDB,--3-----,
1793,NL,WCM,1-3-----,5149N 00500E
1794,NL,WSD,--3-----,5257N 00538E
1795,NL,WOU,--3-----,
1796,NL,WPL,--3-----,5129N 00423E
1797,NL,YSK,1-3-----,
1798,NL,YPG,--3-----,
1799,NL,ZAH,-----6--,5119N 00355E
1800,NL,ZAA,123-----,
1801,NL,ZAD,--3-----,
1802,NL,ZST,-----6--,5227N 00450E
1803,NL,ZLK,--3-----,
1804,NL,ZLB,--3-----,
1805,NL,ZPO,1-3-----,5242N 00652E
1806,NL,ZDV,--3-----,
1807,NL,ZDM,--3-----,
1808,NL,ZDK,--3-----,5155N 00500E
1809,NL,ZLA,--3-----,5142N 00540E
1810,NL,ZEE,--3-----,5234N 00500E
1811,NL,ZEW,1-3-----,5221N 00533E
1812,NL,ZEG,--3-----,5134N 00431E
1813,NL,ZIT,--3-----,5205N 00514E
1814,NL,ZEM,--3-----,5200N 00621E
1815,NL,ZND,--3-----,
1816,NL,ZET,--3-----,
1817,NL,ZEV,-23-----,
1818,NL,ZVG,1-3-----,5144N 00534E
1819,NL,ZVB,--3-----,5138N 00435E
1820,NL,ZBK,-23-----,5140N 00440E
1821,NL,ZHV,--3-----,5210N 00447E
1822,NL,ZVH,-----6--,5307N 00621E
1823,NL,ZHZ,--3-----,5211N 00433E
1824,NL,ZHU,--3-----,
1825,NL,ZHN,--3-----,
1826,NL,ZIE,1-------,
1827,NL,ZDW,--3-----,5244N 00450E
1828,NL,ZPS,1-3-----,5244N 00441E
1829,NL,ZOE,--3-----,
1830,NL,ZTM,--3-----,
1831,NL,ZOU,1-3-----,5207N 00430E
1832,NL,ZWD,--3-----,
1833,NL,ZLD,1-3-----,5130N 00328E
1834,NL,ZOT,--3-----,
1835,NL,ZBJ,--3-----,5145N 00422E
1836,NL,ZBO,123-----,5310N 00652E
1837,NL,ZBY,-----6--,5114N 00354E
1838,NL,ZEI,1-3-----,
1839,NL,ZUI,--3-----,5315N 00624E
1840,NL,ZUL,1-3-----,
1841,NL,ZDL,1-3-----,5306N 00641E
1842,NL,ZOB,-----6--,5231N 00456E
1843,NL,ZDP,--3-----,5158N 00437E
1844,NL,ZSC,--3-----,5241N 00449E
1845,NL,SWF,--3-----,5302N 00540E
1846,NL,ZWL,-23-----,5316N 00636E
1847,NL,ZCH,--3-----,5148N 00508E
1848,NL,ZUN,--3-----,5220N 00630E
1849,NL,ZUD,--3-----,
1850,NL,ZUR,--3-----,5307N 00524E
1851,NL,ZUT,123-----,
1852,NL,ZUU,--3-----,5320N 00623E
1853,NL,ZAG,--3-----,
1854,NL,ZGD,--3-----,
1855,NL,ZWE,--3-----,
1856,NL,ZHO,1-3-----,5219N 00437E
1857,NL,ZMM,--3-----,
1858,NL,ZWA,--3-----,
1859,NL,ZBR,--3-----,5211N 00531E
1860,NL,ZWB,--3-----,5137N 00439E
1861,NL,ZWW,-----6--,5152N 00413E
1862,NL,ZWS,1-3-----,
1863,NL,ZGE,--3-----,5252N 00635E
1864,NL,ZWI,123-----,
1865,NL,ZWN,1-3-----,5244N 00641E
1866,NL,ZWO,-23-----,
